target,task,model,fold,r2,rmse,mae,estimator
PictureNamingScore,picnicScene,demographics,0,-0.06059974704063098,2.505014987490608,1.913290724630432,LinearRegression
PictureNamingScore,picnicScene,demographics,1,0.02206415667622963,2.57617210674035,1.8833507713867,LinearRegression
PictureNamingScore,picnicScene,demographics,2,0.01361371234543618,2.8883395709936606,2.0478585390560458,LinearRegression
PictureNamingScore,picnicScene,demographics,3,0.018620781136484132,2.719060326879529,1.8177353124311366,LinearRegression
PictureNamingScore,picnicScene,demographics,4,-0.022319598317666944,2.9549314595741394,1.9780817365193304,LinearRegression
PictureNamingScore,picnicScene,acoustic,0,0.05236654269510055,2.3678531340104443,1.7931212147381326,LinearRegression
PictureNamingScore,picnicScene,acoustic,1,-0.08483827998340798,2.7133273487072147,1.930100243347124,LinearRegression
PictureNamingScore,picnicScene,acoustic,2,0.259624876724841,2.502364936891126,1.8401853908445969,LinearRegression
PictureNamingScore,picnicScene,acoustic,3,0.25782441981553805,2.3645785460095907,1.7039099513473024,LinearRegression
PictureNamingScore,picnicScene,acoustic,4,0.13110195214438225,2.7241968050966467,1.8208915657538454,LinearRegression
PictureNamingScore,picnicScene,linguistic,0,0.03636909845345837,2.3877559074381267,1.7088360335355646,LinearRegression
PictureNamingScore,picnicScene,linguistic,1,0.13201883790901836,2.427028305698608,1.7384799911785829,LinearRegression
PictureNamingScore,picnicScene,linguistic,2,0.34014635766901724,2.362373412928,1.7203168022458475,LinearRegression
PictureNamingScore,picnicScene,linguistic,3,0.37465341307335087,2.1705050792862126,1.6216640446964552,LinearRegression
PictureNamingScore,picnicScene,linguistic,4,0.22014869976947649,2.5808333897454596,1.8550556655904316,LinearRegression
PictureNamingScore,picnicScene,linguistic+acoustic,0,0.07511628182381225,2.3392580681851998,1.7071118463572799,LinearRegression
PictureNamingScore,picnicScene,linguistic+acoustic,1,-0.14766994314141013,2.790796665914308,1.8401393039503244,LinearRegression
PictureNamingScore,picnicScene,linguistic+acoustic,2,0.3732996052185712,2.30226187248607,1.6975852402912754,LinearRegression
PictureNamingScore,picnicScene,linguistic+acoustic,3,0.41037946240321743,2.107592846128633,1.5931626223397923,LinearRegression
PictureNamingScore,picnicScene,linguistic+acoustic,4,0.25702360228915333,2.519077781119487,1.8035891458104245,LinearRegression
PictureNamingScore,picnicScene,full,0,0.07643568490141783,2.337588925479581,1.7025891636727468,LinearRegression
PictureNamingScore,picnicScene,full,1,-0.1664294460025626,2.8135130175474914,1.8214350338981213,LinearRegression
PictureNamingScore,picnicScene,full,2,0.3788529208663054,2.2920387768964985,1.6858801912295505,LinearRegression
PictureNamingScore,picnicScene,full,3,0.3726643058674115,2.1739543181998857,1.6331854549239593,LinearRegression
PictureNamingScore,picnicScene,full,4,0.24896885053270246,2.5326958778025634,1.819268331023043,LinearRegression
PictureNamingScore,picnicScene,baseline,0,-0.0200728837706019,2.456688939199331,1.8613917861799216,DummyRegressor
PictureNamingScore,picnicScene,baseline,1,-0.001375968880624523,2.6068633960477503,1.907131613168161,DummyRegressor
PictureNamingScore,picnicScene,baseline,2,-5.471159883074783e-05,2.9082826823860617,2.052118267059065,DummyRegressor
PictureNamingScore,picnicScene,baseline,3,-0.003243731608226552,2.7491829511546944,1.8535172506376691,DummyRegressor
PictureNamingScore,picnicScene,baseline,4,-0.007976229567639326,2.9341290672464644,1.9892913407214252,DummyRegressor
PictureNamingScore,cookieTheft,demographics,0,-0.06059974704063098,2.505014987490608,1.913290724630432,LinearRegression
PictureNamingScore,cookieTheft,demographics,1,0.02206415667622963,2.57617210674035,1.8833507713867,LinearRegression
PictureNamingScore,cookieTheft,demographics,2,0.01361371234543618,2.8883395709936606,2.0478585390560458,LinearRegression
PictureNamingScore,cookieTheft,demographics,3,0.018620781136484132,2.719060326879529,1.8177353124311366,LinearRegression
PictureNamingScore,cookieTheft,demographics,4,-0.022319598317666944,2.9549314595741394,1.9780817365193304,LinearRegression
PictureNamingScore,cookieTheft,acoustic,0,0.03406270810742129,2.39061167196327,1.7902136530932784,LinearRegression
PictureNamingScore,cookieTheft,acoustic,1,-0.4360962535777819,3.121845932143012,2.0162132115754727,LinearRegression
PictureNamingScore,cookieTheft,acoustic,2,0.1533954741278396,2.6758701199274615,1.933141688298896,LinearRegression
PictureNamingScore,cookieTheft,acoustic,3,0.20697584498216215,2.4442387361219926,1.7275541548109978,LinearRegression
PictureNamingScore,cookieTheft,acoustic,4,0.06376022874261844,2.827792976497132,1.8991044113001418,LinearRegression
PictureNamingScore,cookieTheft,linguistic,0,-0.060323112718025707,2.5046882769107017,1.8902993329595705,LinearRegression
PictureNamingScore,cookieTheft,linguistic,1,-0.5097442842809232,3.2008947089832875,1.870996537102069,LinearRegression
PictureNamingScore,cookieTheft,linguistic,2,0.3169876192307246,2.4034717681744304,1.7466921060114786,LinearRegression
PictureNamingScore,cookieTheft,linguistic,3,0.27433175425682965,2.3381344145271803,1.740817441561588,LinearRegression
PictureNamingScore,cookieTheft,linguistic,4,0.24085145468312052,2.546346204667627,1.781377918881641,LinearRegression
PictureNamingScore,cookieTheft,linguistic+acoustic,0,-0.105987628613045,2.558053972968972,1.8895666561930835,LinearRegression
PictureNamingScore,cookieTheft,linguistic+acoustic,1,-0.08260965877876925,2.7105388742404615,1.861051908164458,LinearRegression
PictureNamingScore,cookieTheft,linguistic+acoustic,2,0.3304673105003687,2.379636546020336,1.739264964799384,LinearRegression
PictureNamingScore,cookieTheft,linguistic+acoustic,3,0.3056295922741614,2.287157206277438,1.7001099932892634,LinearRegression
PictureNamingScore,cookieTheft,linguistic+acoustic,4,0.23550563606109343,2.555295984693313,1.8397275273346392,LinearRegression
PictureNamingScore,cookieTheft,full,0,-0.13211378556868492,2.5880913924628737,1.9143746071891197,LinearRegression
PictureNamingScore,cookieTheft,full,1,-0.07511461640435768,2.7011398781817646,1.8509375528066416,LinearRegression
PictureNamingScore,cookieTheft,full,2,0.3374577427128722,2.367181339505751,1.7289415041905147,LinearRegression
PictureNamingScore,cookieTheft,full,3,0.3033230606872518,2.2909527501542897,1.7079375877582148,LinearRegression
PictureNamingScore,cookieTheft,full,4,0.2273083994677373,2.56895894728802,1.8629593427291644,LinearRegression
PictureNamingScore,cookieTheft,baseline,0,-0.0200728837706019,2.456688939199331,1.8613917861799216,DummyRegressor
PictureNamingScore,cookieTheft,baseline,1,-0.001375968880624523,2.6068633960477503,1.907131613168161,DummyRegressor
PictureNamingScore,cookieTheft,baseline,2,-5.471159883074783e-05,2.9082826823860617,2.052118267059065,DummyRegressor
PictureNamingScore,cookieTheft,baseline,3,-0.003243731608226552,2.7491829511546944,1.8535172506376691,DummyRegressor
PictureNamingScore,cookieTheft,baseline,4,-0.007976229567639326,2.9341290672464644,1.9892913407214252,DummyRegressor
PictureNamingScore,journaling,demographics,0,-0.06059974704063098,2.505014987490608,1.913290724630432,LinearRegression
PictureNamingScore,journaling,demographics,1,0.02206415667622963,2.57617210674035,1.8833507713867,LinearRegression
PictureNamingScore,journaling,demographics,2,0.01361371234543618,2.8883395709936606,2.0478585390560458,LinearRegression
PictureNamingScore,journaling,demographics,3,0.018620781136484132,2.719060326879529,1.8177353124311366,LinearRegression
PictureNamingScore,journaling,demographics,4,-0.022319598317666944,2.9549314595741394,1.9780817365193304,LinearRegression
