target,task,model,fold,r2,rmse,mae,estimator
PictureNamingScore,cookieTheft,baseline,0,-0.036173173867841024,2.3438762178105077,1.7768462117582653,DummyRegressor
PictureNamingScore,cookieTheft,baseline,1,-1.418990660972952e-06,2.6234116117721613,1.9445474100028408,DummyRegressor
PictureNamingScore,cookieTheft,baseline,2,-0.00022937397203648402,2.9137713184893426,2.060194374101704,DummyRegressor
PictureNamingScore,cookieTheft,baseline,3,-0.00022805227569988595,2.679202449714539,1.8117935293327962,DummyRegressor
PictureNamingScore,cookieTheft,baseline,4,-0.020465952072139526,3.078189040261049,2.0778182264397906,DummyRegressor
PictureNamingScore,cookieTheft,demographics,0,-0.1699766605133337,2.490617867688812,1.9056005301965855,RandomForestRegressor
PictureNamingScore,cookieTheft,demographics,1,0.05163580766170739,2.554781144968943,1.894772164031325,RandomForestRegressor
PictureNamingScore,cookieTheft,demographics,2,0.07232797974521021,2.806098365439699,2.0211409209216513,RandomForestRegressor
PictureNamingScore,cookieTheft,demographics,3,0.10047939741548939,2.54074789114046,1.8314571753988713,RandomForestRegressor
PictureNamingScore,cookieTheft,demographics,4,-0.019358992830761812,3.0765190411987824,2.0880861430942033,RandomForestRegressor
PictureNamingScore,cookieTheft,linguistic,0,-0.08216740099689535,2.3953320412339414,1.7823550870199352,RandomForestRegressor
PictureNamingScore,cookieTheft,linguistic,1,0.22208162594253256,2.313839033038082,1.7338541182260763,RandomForestRegressor
PictureNamingScore,cookieTheft,linguistic,2,0.3262850245364435,2.3913534021734186,1.743087176036169,RandomForestRegressor
PictureNamingScore,cookieTheft,linguistic,3,0.272822616737331,2.284421283930023,1.6468410434574607,RandomForestRegressor
PictureNamingScore,cookieTheft,linguistic,4,0.18546690916184205,2.75011208341913,1.8514945546956527,RandomForestRegressor
PictureNamingScore,cookieTheft,acoustic,0,-0.14408683204628359,2.4629068908349296,1.8305754216601202,RandomForestRegressor
PictureNamingScore,cookieTheft,acoustic,1,0.10480634051855431,2.4821305912332674,1.8899378083018044,RandomForestRegressor
PictureNamingScore,cookieTheft,acoustic,2,0.16139477145653136,2.667991519127495,1.9631292481543081,RandomForestRegressor
PictureNamingScore,cookieTheft,acoustic,3,0.2251287013038995,2.3581466174075993,1.7467306122333268,RandomForestRegressor
PictureNamingScore,cookieTheft,acoustic,4,0.1131252055031785,2.869638458980104,1.9689112137228806,RandomForestRegressor
PictureNamingScore,cookieTheft,linguistic+acoustic,0,-0.0797540406591315,2.3926596146283825,1.7675500582331094,RandomForestRegressor
PictureNamingScore,cookieTheft,linguistic+acoustic,1,0.2455993473329643,2.278595084118372,1.7263699848484124,RandomForestRegressor
PictureNamingScore,cookieTheft,linguistic+acoustic,2,0.31480953421218416,2.41163355239914,1.7722711587971924,RandomForestRegressor
PictureNamingScore,cookieTheft,linguistic+acoustic,3,0.31635449935858573,2.2149886047292475,1.6182032680060723,RandomForestRegressor
PictureNamingScore,cookieTheft,linguistic+acoustic,4,0.19332102819693575,2.736821015718728,1.8508824006333888,RandomForestRegressor
PictureNamingScore,cookieTheft,full,0,-0.07026328932684622,2.382120984205442,1.7600271127471292,RandomForestRegressor
PictureNamingScore,cookieTheft,full,1,0.239845081130049,2.2872686814625807,1.7354421549937387,RandomForestRegressor
PictureNamingScore,cookieTheft,full,2,0.3081537313782037,2.423318307583932,1.781142456402553,RandomForestRegressor
PictureNamingScore,cookieTheft,full,3,0.3154235117154153,2.2164962760632285,1.6264564887582527,RandomForestRegressor
PictureNamingScore,cookieTheft,full,4,0.19124263293579313,2.7403444351053245,1.849525281258527,RandomForestRegressor
PictureNamingScore,picnicScene,baseline,0,-0.036173173867841024,2.3438762178105077,1.7768462117582653,DummyRegressor
PictureNamingScore,picnicScene,baseline,1,-1.418990660972952e-06,2.6234116117721613,1.9445474100028408,DummyRegressor
PictureNamingScore,picnicScene,baseline,2,-0.00022937397203648402,2.9137713184893426,2.060194374101704,DummyRegressor
PictureNamingScore,picnicScene,baseline,3,-0.00022805227569988595,2.679202449714539,1.8117935293327962,DummyRegressor
PictureNamingScore,picnicScene,baseline,4,-0.020465952072139526,3.078189040261049,2.0778182264397906,DummyRegressor
PictureNamingScore,picnicScene,demographics,0,-0.1699766605133337,2.490617867688812,1.9056005301965855,RandomForestRegressor
PictureNamingScore,picnicScene,demographics,1,0.05163580766170739,2.554781144968943,1.894772164031325,RandomForestRegressor
PictureNamingScore,picnicScene,demographics,2,0.07232797974521021,2.806098365439699,2.0211409209216513,RandomForestRegressor
PictureNamingScore,picnicScene,demographics,3,0.10047939741548939,2.54074789114046,1.8314571753988713,RandomForestRegressor
