Subject_ID,ADJ,ADP,ADV,AUX,AUX/VERB,CCONJ,DET,DET/NOUN,NOUN,NOUN/VERB,OPEN/CLOSED,PRON,PRON/NOUN,VERB,aoa_content,aoa_nouns,aoa_verbs,article_pause_contentword,average_word_length,avg_pause_duration,brunets_index,concr_content,concr_nouns,concr_verbs,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile20.0,eGeMAPS_F0semitoneFrom27.5Hz_sma3nz_percentile50.0,eGeMAPS_F3amplitudeLogRelF0_sma3nz_stddevNorm,eGeMAPS_jitterLocal_sma3nz_amean,eGeMAPS_logRelF0-H1-A3_sma3nz_amean,eGeMAPS_loudness_sma3_amean,eGeMAPS_loudness_sma3_percentile20.0,eGeMAPS_mfcc3V_sma3nz_amean,eGeMAPS_mfcc3_sma3_amean,eGeMAPS_shimmerLocaldB_sma3nz_amean,eGeMAPS_slopeUV0-500_sma3nz_amean,eGeMAPS_slopeV0-500_sma3nz_amean,filler_word_ratio,freq_content,freq_nouns,freq_verbs,guirauds_statistic,honores_statistic,information_words,light_verb_ratio,mattr_10,mattr_30,n_pauses,n_words,nid_ratio,pause_rate,phonation_rate,speech_rate_phonemes,total_pause_duration
41,0.025004869497467802,0.1151149201402415,0.03089696143358,0.06030872613946235,0.6726190476190476,0.051860148032723,0.19419555901830932,0.753880266075388,0.2570851188157382,2.8392857142857144,0.862668918918919,0.08275710946630305,0.319290465631929,0.0904752629528632,4.70936142244898,4.696520294871794,4.845892857142857,4.5,3.6857585139318885,0.9825000000000123,11.47811783494315,4.198224999999999,4.662295454545456,3.2039880952380955,28.069884300231934,29.639049530029297,-0.8859939873218536,0.04218248277902595,13.306833267211914,0.8884266316890717,0.0808257609605789,12.054545402526855,11.692258358001709,1.266239047050476,0.00063913222402335,0.0257936986163258,0.05940402476780185,729.8840406162467,216.34315210932863,2135.1897759103645,6.202779016323529,1663.1237628428962,0.38359466303077516,0.41666666666666663,0.901489455426464,0.7467188410201853,6.0,144.0,0.0630804953560371,0.08610797871288105,0.9209819573862211,6.840242744376521,5.475000000000062
43,0.0346187812775978,0.1045530369934255,0.05765871847708755,0.03694436267294665,0.2801242236024844,0.03737611618094395,0.1759493670886076,0.7656603773584906,0.2287410460209989,1.8664596273291925,0.9815100154083205,0.11975272299087425,0.5247169811320755,0.1273280345402806,4.932070132111926,5.0311114365384615,4.636528132992327,3.0,4.109391194196,1.1330000000000249,11.258531990960291,3.9603371085942705,4.530957692307693,3.2289194373401533,26.516165733337402,27.732742309570312,-0.8094308972358704,0.040812358260154655,24.812554359436035,0.6578845679759979,0.03340097144246095,22.05680227279663,18.190470695495605,1.2215745449066162,0.01253230962902305,0.04081432521343225,0.046552915435108,702.3769199346405,195.07529411764705,1654.00901409157,8.857984659816257,1968.7147464498694,0.39279756648022757,0.324223602484472,0.9492022051175382,0.8528659611992955,23.0,228.5,0.04385628190856395,0.18198393362892573,0.7991747482178122,6.882478387334067,25.42500000000055
44,0.0419852131508573,0.1059933931099575,0.030218656599024597,0.06963976718577941,0.525,0.02609721566776775,0.1571810602485449,0.6676120249574589,0.2370300456190026,1.807142857142857,0.9569277108433735,0.11162498033663674,0.47759500850822467,0.13314456504640546,5.123243565593089,5.409563304878049,4.747178571428571,4.5,3.8756739170849603,0.7762500000000103,11.298857236266832,3.8492685758513927,4.442073170731708,3.0370648148148156,22.149757385253906,24.539764404296875,-1.1642528176307678,0.0506611745804548,12.683310508728027,0.8791762292385101,0.09512203186750409,17.09677505493164,12.427343368530273,1.7431420683860779,0.0495347119867801,0.06766724586486815,0.0386069281774803,805.031207028266,209.91300479352265,2046.938235294118,7.536322613203009,1781.4980609013564,0.42136227780399554,0.2964285714285714,0.9400793650793662,0.810586122641231,6.0,180.5,0.05375844332899545,0.0783222628657485,0.9397453965161973,8.580216849907947,4.560000000000058
46,0.03848611595213195,0.0946032299291274,0.03078889276170555,0.08135819681654466,0.6560150375939849,0.033025444405716246,0.19028116649238985,0.771551724137931,0.24639828046938536,1.9830827067669174,0.7871709306637005,0.11894388288602295,0.4885057471264368,0.124317416056698,4.90467288559322,4.337810419704434,5.914924812030075,6.0,3.8183164865806907,1.4874264705882578,10.76055037045038,4.1163524011299435,4.665344827586207,3.2403007518796993,19.855443000793457,21.932527542114258,-0.7532700300216675,0.0459211319684982,21.47987461090088,0.4911120533943176,0.11347939074039455,15.70001745223999,11.406871318817139,1.5929389595985413,-0.0005703464630642,-0.0243075275793671,0.00331125827814565,450.2676657527419,248.85843716797066,896.9382279227482,6.834160088566923,1976.5772508727928,0.4135877773904961,0.14097744360902248,0.9207344064386325,0.7976293796207001,12.5,132.5,0.01100848146857205,0.17105697043611254,0.7779138018547507,6.560049530745166,15.600000000000206
49,0.0356150013113034,0.12633097298714918,0.057487542617361595,0.0656176239181746,0.5647058823529412,0.0291633884080776,0.15788093364804612,0.7194989106753813,0.2194335169158143,1.9,0.9296875,0.116522423288749,0.5310457516339869,0.1158143194335169,5.159858595039683,5.174677425407925,4.650705882352941,3.5,4.182124177929677,0.618000000000009,10.457576540072056,3.8746720061022124,4.429586056644881,3.172333333333333,26.82052230834961,28.20172882080078,-0.9230801463127136,0.02997454255819315,23.619083404541016,0.8572136163711548,0.12289552390575405,14.12915849685669,10.437203884124756,1.231492519378662,0.060916434973478296,0.048868855461478206,0.04810729635958775,506.9116338373641,170.8506770900081,1224.1638985005766,7.652554717761193,1951.4361170554193,0.37492787831104113,0.192156862745098,0.9484886201991471,0.8618628102836878,5.0,140.0,0.0489876236341981,0.06703765089855986,0.9578888630670059,7.061458841436163,3.0900000000000443
50,0.03630434782608695,0.12793478260869565,0.043167701863354,0.047593167701863295,0.4022727272727272,0.034875776397515504,0.1643788819875776,0.7722602739726028,0.21298136645962723,1.8295454545454546,0.8313547849630324,0.1157763975155279,0.5445205479452055,0.11720496894409935,5.065071455960071,5.292346289251844,4.660659090909091,13.5,3.725712555886736,0.8608928571428691,11.933764829517827,3.896324388789505,4.51901047309498,3.0344772727272726,17.547866821289062,24.341710090637207,-1.2347779273986816,0.08166198804974556,12.699578762054443,0.8659898638725281,0.11742579936981196,20.10624408721924,17.572447776794434,2.164058804512024,0.02575230784714215,0.04964959807693955,0.0429474043715847,972.9783559577681,358.3511186525893,2147.2924688057046,8.144925999623716,1767.3280910386204,0.37478260869565216,0.3772727272727272,0.9469781508662589,0.820833165802207,5.5,267.5,0.034533345752608004,0.04603730619310685,0.960525369895989,7.627524790435858,4.215000000000055
54,0.0463441841598215,0.10764628333840376,0.04066524693235975,0.06249366190041575,0.5496323529411764,0.0479413852550451,0.13794239935097855,0.6595238095238095,0.20771219957407966,1.8676470588235294,0.8711759504862953,0.12070276848189834,0.5946428571428571,0.12080417807524585,4.596519600891862,4.985992625,4.013658088235294,5.0,3.853599516031458,1.0946666666666838,10.935941748990285,3.819470457079153,4.4155,3.2092279411764713,31.960073471069336,33.89133644104004,-0.8656803071498871,0.0384489595890045,13.04596757888794,0.9790378510951996,0.06650562211871144,3.622356653213501,2.353515088558197,1.3330272436141968,0.07116133719682691,0.1021833792328834,0.06231094978826375,780.677191947013,197.0541666666667,1874.077097750865,6.88794043593586,1393.3501130528748,0.38363249163370855,0.30330882352941174,0.9429004329004338,0.8390398918187958,7.0,144.0,0.0319116757410768,0.0996326454635253,0.8738242123257163,6.744022643105447,8.460000000000138
56,0.07129976418365926,0.1229712858926342,0.02639062283257035,0.02413649604660835,0.22916666666666666,0.0291996115966153,0.22010681093078094,0.8225338491295938,0.2678249410459148,2.6909722222222223,0.9493421052631579,0.10219864058815364,0.382495164410058,0.10049937578027465,4.631370971125732,4.607166097826087,4.288055555555555,7.5,3.900156697097697,1.095000000000019,10.822262114318514,4.20567051189618,4.641184719535784,3.720868055555555,32.34403610229492,34.84298896789551,-0.8891541063785553,0.047687223181128446,20.687314987182617,0.936178982257843,0.1057690568268299,8.811636447906494,8.596378803253174,1.32627671957016,0.0414900854229927,0.08431106060743325,0.0317481945769178,462.80170561375235,234.86887966018134,914.7493872549019,6.325581375166797,1777.5423709500346,0.4457969205160216,0.03125,0.9018734891216765,0.7520545073375265,5.0,130.5,0.028954898487532348,0.0847449021041514,0.908508408481622,7.022808514095377,5.475000000000096
59,0.042615596963423,0.10628019323671495,0.06987577639751551,0.049171842650103506,0.6083333333333334,0.0336438923395445,0.1904761904761904,0.7262308998302207,0.2631124913733609,3.408333333333333,0.9857142857142858,0.07591442374051066,0.2928692699490662,0.0860938578329882,4.7990605248226945,4.786355137254901,4.769666666666666,4.5,3.9267040149393093,0.7900000000000085,10.885161332782538,4.020355392156862,4.443840453356582,3.2227499999999996,20.313213348388672,23.140801429748535,-0.9281812012195587,0.04260876215994355,21.196011543273926,0.7027081847190857,0.0385038815438747,37.76442527770996,29.59603786468506,1.5430473685264587,0.1035392694175243,0.061089277267456,0.0351307189542483,496.76824692140997,244.25726960356943,1058.1741830065357,6.632099923699938,1666.0497039244947,0.3954451345755693,0.12916666666666665,0.9090988626421704,0.7545492500883192,9.0,131.0,0.0489612511671335,0.13655241277784486,0.8917100245243996,7.49189144583414,7.110000000000076
61,0.024474557522123852,0.1288716814159292,0.0052083333333333,0.07941556047197634,0.6369047619047619,0.03853244837758105,0.21243547197640114,0.7659313725490196,0.2754424778761062,2.2142857142857144,0.753968253968254,0.09033923303834805,0.3284313725490196,0.12444690265486724,4.540801875402793,4.469703955204216,4.649047619047619,3.0,3.8539823008849563,0.9387142857143029,10.932703835265002,4.1332894736842105,4.713840579710145,3.0309523809523813,23.993993759155273,26.944968223571777,-0.749141663312912,0.048488859087228706,21.118273735046387,0.701965719461441,0.08619062975049015,5.805229902267456,3.903501033782959,1.5621802806854248,0.04264588281512255,0.05077157728374,0.0,812.6252012383901,195.24487237350183,2254.4763071895422,5.487761471832311,1629.3298321610744,0.434780604719764,0.4107142857142857,0.8943468169761271,0.7283670931058994,14.5,104.5,0.0252581120943952,0.2591929760156632,0.7539406662995792,6.62961178414097,13.680000000000252
